surface,ranking,player_name,matches_played,return_points_won,return_points_won_in_play,vs_ace_pct,vs_double_fault_pct,vs_first_serve_win_pct,vs_second_serve_win_pct,break_point_conversion_pct,points_per_return_game,points_won_per_return_game,median_opponent_rank,mean_opponent_rank
all,267,Abdullah Shelbayh,41,39.27%,39.07%,6.18%,4.28%,31.32%,51.40%,44.33%,6.32,2.48,227,291.3
all,98,Adam Walton,62,36.72%,37.93%,9.98%,4.15%,28.57%,49.39%,41.56%,6.39,2.35,121,195.8
all,777,Adhithya Ganesan,6,33.91%,33.33%,6.96%,4.35%,26.30%,46.78%,41.94%,6.13,2.08,299.5,262.5
all,968,Aditya Vishal Balsekar,7,29.61%,29.38%,7.26%,3.35%,24.90%,39.82%,54.55%,5.68,1.68,391,565.6
all,70,Adolfo Daniel Vallejo,75,43.93%,43.61%,3.96%,3.63%,37.46%,54.27%,45.62%,6.57,2.89,217,247.3
all,368,Adria Soriano Barrera,9,28.47%,27.85%,5.75%,3.09%,23.13%,38.62%,20.69%,6.31,1.8,293,295.7
all,1108,Adrian Andreev,10,36.93%,36.10%,6.61%,5.03%,27.50%,49.66%,33.33%,6.89,2.54,281,309.5
all,435,Adrian Boitan,11,37.93%,38.19%,7.61%,4.28%,27.08%,56.23%,32.88%,6.42,2.44,271,283.3
all,52,Adrian Mannarino,49,35.36%,37.35%,11.45%,3.66%,26.99%,51.16%,40.07%,6.2,2.19,58,88.4
all,659,Aidan Kim,5,35.64%,32.81%,5.54%,6.92%,25.27%,53.27%,31.03%,6.15,2.19,277,350.2
all,625,Aidan Mayo,16,35.52%,34.02%,5.54%,5.13%,28.79%,44.55%,24.59%,7.02,2.5,231.5,255.2
all,291,Akira Santillan,27,37.34%,37.47%,6.34%,3.59%,29.33%,50.52%,40.61%,6.27,2.34,265,380.4
all,444,Alafia Ayeni,15,36.50%,34.95%,4.25%,4.67%,30.12%,46.65%,29.73%,6.78,2.47,268,385.5
all,554,Alan Magadan,16,39.27%,39.47%,7.57%,4.61%,32.28%,48.46%,34.59%,6.81,2.68,302,336.4
all,264,Alastair Gray,32,37.41%,37.52%,7.59%,4.38%,30.12%,50.11%,36.62%,6.62,2.48,336,386.4
all,354,Albert Ramos-Vinolas,5,33.92%,36.33%,8.19%,0.88%,28.02%,46.36%,40.62%,5.8,1.97,161,235
all,618,Alberto Barroso Campos,10,39.54%,39.18%,6.00%,4.46%,31.34%,50.18%,47.54%,6.25,2.47,450.5,442.3
all,20,Alejandro Davidovich Fokina,51,36.06%,37.49%,9.52%,3.42%,28.03%,50.14%,40.00%,6.3,2.27,53,58
all,236,Alejandro Moro Canas,57,39.72%,39.50%,4.66%,3.39%,32.91%,50.96%,39.52%,6.7,2.66,261,381.4
all,29,Alejandro Tabilo,77,36.25%,38.17%,10.04%,3.10%,28.76%,49.15%,39.28%,6.41,2.32,70,107.2
all,450,Alejo Sanchez Quilez,16,40.99%,40.20%,4.03%,4.03%,34.81%,51.80%,55.10%,6.16,2.53,293,303.2
all,96,Aleksandar Kovacevic,45,30.65%,32.87%,13.56%,3.34%,22.93%,43.68%,33.16%,6.1,1.87,67,111
all,101,Aleksandar Vukic,41,33.50%,33.87%,10.03%,4.58%,24.15%,48.13%,34.68%,6.26,2.1,81,122.7
all,261,Alex Barrena,59,40.46%,39.63%,3.46%,3.63%,33.97%,50.72%,44.28%,6.43,2.6,267,268.3
all,158,Alex Bolt,37,36.77%,38.14%,7.97%,2.70%,31.14%,47.57%,39.55%,6.35,2.34,302,318.8
all,459,Alex Hernandez,25,37.53%,38.56%,10.40%,4.85%,28.38%,52.20%,38.51%,6.27,2.35,296,445
all,518,Alex Marti Pujolras,8,40.12%,39.07%,3.16%,3.75%,32.27%,52.85%,54.55%,6.25,2.51,346,378.6
all,361,Alex Martinez,21,39.76%,39.38%,5.23%,4.03%,33.68%,49.10%,50.81%,6.29,2.5,353,400.1
all,41,Alex Michelsen,59,38.02%,38.52%,8.11%,4.27%,28.38%,53.23%,41.55%,6.49,2.47,60,114.7
all,75,Alex Molcan,45,40.54%,41.69%,7.98%,3.73%,32.09%,54.97%,42.12%,6.66,2.7,124,164.8
all,502,Alex Rybakov,27,37.84%,36.29%,3.95%,4.68%,32.31%,47.08%,37.72%,6.7,2.54,336.5,418.7
all,8,Alex de Minaur,71,39.30%,39.92%,6.61%,3.36%,30.39%,53.54%,41.65%,6.61,2.6,42,62.5
all,571,Alexander Binda,14,38.10%,39.08%,7.82%,3.40%,32.96%,45.98%,50.00%,6.26,2.38,355.5,381
all,32,Alexander Blockx,59,36.16%,35.72%,5.02%,3.47%,29.96%,46.81%,39.29%,6.49,2.35,119,133
all,11,Alexander Bublik,58,33.55%,35.33%,11.29%,3.42%,25.34%,46.99%,37.46%,6.28,2.11,68,82.2
all,551,Alexander Donski,15,32.03%,31.95%,6.93%,3.38%,25.13%,44.91%,36.11%,6.21,1.99,325,459.6
all,496,Alexander Ritschard,11,43.32%,42.63%,3.66%,3.93%,36.02%,55.87%,47.50%,7.01,3.04,269,355.7
all,100,Alexander Shevchenko,47,35.40%,35.97%,6.96%,3.02%,27.99%,48.37%,34.26%,6.47,2.29,85,132.5
all,567,Alexander Vasilev,14,40.67%,37.23%,2.67%,7.07%,33.84%,51.50%,43.68%,6.44,2.62,299,348.1
all,3,Alexander Zverev,76,36.15%,37.04%,7.70%,3.11%,28.81%,49.91%,39.76%,6.44,2.33,36,41.9
all,422,Alexandr Binda,6,38.98%,38.48%,6.05%,4.60%,28.33%,53.76%,50.00%,6.26,2.44,528.5,718.7
all,135,Alexandre Muller,36,33.15%,35.20%,10.76%,2.68%,24.90%,47.14%,34.78%,6.27,2.08,74.5,113.3
all,139,Alexei Popyrin,37,32.25%,32.96%,9.75%,3.72%,25.33%,43.39%,32.75%,6.02,1.94,54,85.8
all,413,Alexey Vatutin,7,38.09%,40.27%,9.18%,2.54%,30.19%,51.03%,47.37%,6.24,2.38,153,202.1
all,175,Alexis Galarneau,57,37.58%,38.20%,7.98%,3.93%,28.77%,51.19%,42.32%,6.4,2.41,230,285.7
all,409,Alfredo Perez,14,36.83%,36.77%,6.03%,3.60%,28.07%,51.71%,37.93%,6.22,2.29,353,356.3
all,278,Alvaro Guillen Meza,62,42.22%,41.21%,2.53%,3.50%,36.96%,51.77%,42.94%,6.77,2.86,277,286.7
all,679,Amit Vales,8,40.51%,41.22%,6.93%,3.65%,29.62%,58.45%,36.23%,6.6,2.67,317,444.6
all,243,Andre Ilagan,62,38.79%,40.42%,10.07%,4.09%,28.65%,53.63%,42.07%,6.58,2.55,300,405.4
all,304,Andrea Collarini,35,41.93%,41.36%,3.87%,3.71%,35.91%,52.69%,43.64%,6.58,2.76,309,412.5
all,213,Andrea Guerrieri,32,42.36%,42.67%,6.04%,3.96%,34.27%,54.25%,43.66%,6.79,2.88,292,290.6
all,134,Andrea Pellegrino,42,39.23%,39.44%,6.09%,3.62%,30.38%,52.71%,40.82%,6.52,2.56,190,233.1
all,393,Andrea Picchione,8,43.37%,42.08%,1.89%,3.60%,38.24%,52.66%,45.16%,6.44,2.79,292.5,306
all,614,Andrea Vavassori,11,37.19%,36.81%,4.84%,3.42%,31.82%,47.14%,40.62%,6.37,2.37,205,192.3
all,395,Andrej Martin,19,37.43%,37.37%,3.69%,2.31%,32.08%,47.65%,37.17%,6.47,2.42,267,291.8
all,246,Andrej Nedic,37,43.79%,43.71%,3.53%,2.88%,40.12%,49.79%,50.18%,6.43,2.82,325,407.8
all,257,Andres Andrade,9,37.05%,36.62%,4.19%,3.10%,31.29%,48.18%,36.54%,6.79,2.52,266,276.4
all,340,Andres Martin,46,38.58%,37.68%,5.30%,4.65%,31.17%,49.44%,38.99%,6.51,2.51,363,394.9
all,726,Andres Santamarta Roig,13,43.09%,41.25%,2.81%,5.12%,35.48%,53.47%,52.27%,6.16,2.65,284,313.8
all,394,Andrew Fenty,18,33.84%,35.13%,10.67%,3.79%,25.54%,47.86%,35.16%,6.61,2.23,356.5,459.7
all,634,Andrew Paulson,8,38.14%,38.01%,7.22%,4.64%,29.91%,49.79%,36.21%,6.77,2.58,285,292.9
all,18,Andrey Rublev,51,36.95%,37.72%,7.95%,3.59%,30.28%,49.11%,37.98%,6.48,2.4,48,67
all,251,Andy Andrade,36,40.23%,39.48%,5.15%,4.60%,32.82%,51.63%,48.97%,6.35,2.55,238.5,359.1
all,348,Antoine Escoffier,7,42.66%,40.92%,5.63%,6.84%,36.04%,51.40%,48.15%,6.37,2.72,321,422.7
all,351,Antoine Ghibaudo,40,36.35%,36.09%,6.44%,4.05%,27.82%,49.75%,41.18%,6.27,2.28,295,398.1
all,350,Anton Matusevich,12,36.52%,36.46%,10.19%,5.94%,28.28%,50.52%,47.46%,6.2,2.26,291,365
all,912,Aoran Wang,5,27.43%,29.72%,13.27%,2.36%,20.00%,37.50%,50.00%,5.56,1.52,234,419.8
all,829,Arda Azkara,13,33.77%,34.02%,9.04%,4.28%,25.05%,46.24%,39.34%,5.8,1.96,461,521.5
all,492,Aristotelis Thanos,6,40.36%,38.46%,2.79%,4.82%,34.82%,47.65%,41.46%,6.46,2.61,257,277.5
all,769,Arklon Huertas Del Pino Cordova,9,38.03%,37.76%,2.56%,1.99%,31.17%,50.00%,37.14%,6.62,2.52,467,506
all,439,Arthur Bouquier,14,35.82%,36.32%,7.03%,3.22%,28.42%,48.51%,31.96%,6.45,2.31,162.5,184.2
all,73,Arthur Cazaux,19,36.16%,36.02%,5.55%,3.34%,28.86%,48.73%,37.40%,6.5,2.35,73,90.3
all,37,Arthur Fery,43,38.32%,38.41%,6.24%,3.75%,32.24%,48.43%,38.11%,6.6,2.53,146,205.4
all,21,Arthur Fils,40,36.63%,37.67%,8.27%,3.33%,28.54%,50.39%,39.27%,6.51,2.38,37,51
all,127,Arthur Gea,52,39.43%,39.07%,4.59%,3.53%,32.54%,50.74%,43.80%,6.54,2.58,224,262.3
all,28,Arthur Rinderknech,53,33.45%,33.65%,6.96%,3.23%,26.41%,46.22%,34.05%,6.44,2.15,48,70.8
all,398,Arthur Weber,9,35.92%,35.25%,8.94%,5.90%,24.57%,52.26%,34.62%,6.38,2.29,379,607.1
all,410,Aryan Shah,9,33.99%,36.19%,12.42%,3.59%,25.37%,50.48%,36.96%,6,2.04,430,462.9
all,227,August Holmgren,46,35.03%,34.52%,5.95%,3.92%,28.69%,45.08%,33.46%,6.56,2.3,243.5,300.9
all,690,Aziz Dougaz,14,36.19%,34.67%,5.86%,5.44%,26.99%,49.89%,37.89%,6.54,2.37,312,355.4
all,494,Aziz Ouakaa,13,33.81%,33.43%,6.61%,3.89%,28.19%,43.36%,43.14%,5.98,2.02,450,474.9
all,419,Beibit Zhukayev,25,34.02%,34.61%,10.62%,4.71%,26.55%,44.13%,34.04%,6.34,2.16,288,350
all,746,Ben Jones,5,30.52%,31.46%,10.06%,3.25%,23.78%,40.65%,42.86%,6.04,1.84,402,468.2
all,6,Ben Shelton,52,31.80%,32.44%,8.15%,2.97%,23.51%,46.27%,34.20%,6.26,1.99,63.5,79.8
all,103,Benjamin Bonzi,43,34.69%,35.69%,9.32%,3.62%,27.12%,48.68%,36.94%,6.24,2.16,104,156.9
all,509,Benjamin Hassan,31,35.81%,34.96%,5.14%,4.07%,29.28%,45.72%,40.88%,6.2,2.22,285,329.1
all,725,Benjamin Torrealba,6,36.50%,35.66%,2.92%,2.92%,29.39%,46.99%,37.14%,6.42,2.34,264.5,301
all,917,Benoit Paire,5,35.24%,35.76%,6.59%,2.87%,30.40%,44.26%,47.62%,6.23,2.2,217,274
all,830,Bernabe Zapata Miralles,7,36.45%,35.20%,5.69%,5.01%,28.09%,49.42%,44.74%,6.1,2.22,207,287.9
all,160,Bernard Tomic,41,37.72%,38.34%,9.29%,4.77%,29.95%,49.10%,37.59%,6.63,2.5,325,385.2
all,155,Billy Harris,40,35.12%,34.99%,8.59%,4.82%,25.25%,50.34%,33.46%,6.61,2.32,165,224.9
all,373,Blaise Bicknell,31,34.23%,33.33%,5.49%,4.09%,27.24%,46.27%,30.86%,6.4,2.19,320,424
all,502,Blake Ellis,27,33.39%,34.37%,9.27%,3.37%,27.24%,43.80%,29.01%,6.47,2.16,322,375.5
all,437,Bor Artnak,8,36.47%,35.38%,4.61%,4.21%,29.29%,47.03%,32.73%,6.32,2.3,448.5,450.4
all,163,Borna Gojo,34,37.30%,36.98%,6.09%,4.08%,29.09%,50.25%,39.91%,6.54,2.44,238,368.2
all,59,Botic Van De Zandschulp,5,35.65%,36.14%,7.24%,3.34%,29.49%,45.07%,48.00%,6.3,2.25,88,65
all,59,Botic van de Zandschulp,38,37.62%,38.49%,7.84%,3.49%,30.69%,50.09%,38.82%,6.69,2.52,61,75.4
all,234,Braden Shick,20,39.52%,38.88%,5.06%,4.25%,31.36%,51.44%,46.83%,6.37,2.52,294,382.4
all,109,Brandon Holt,14,38.41%,38.69%,8.71%,5.05%,28.97%,52.49%,38.54%,6.75,2.59,242,267.5
all,22,Brandon Nakashima,61,35.19%,36.92%,11.30%,3.87%,26.38%,50.50%,39.89%,6.41,2.26,58,62.5
all,628,Bruno Fernandez,15,38.58%,38.25%,3.13%,2.47%,32.29%,52.37%,39.02%,6.66,2.57,316,350.9
all,616,Bruno Kuzuhara,5,32.95%,31.69%,3.98%,3.69%,24.89%,46.56%,30.00%,6.18,2.04,219,230.8
all,251,Buvaysar Gadamauri,39,38.60%,38.36%,4.25%,3.03%,32.89%,48.76%,40.65%,6.44,2.49,324,367.2
all,318,Calvin Hemery,45,36.13%,35.88%,6.33%,3.94%,28.42%,48.89%,36.64%,6.56,2.37,326,439
all,35,Cameron Norrie,54,36.35%,38.28%,10.50%,3.39%,27.53%,50.26%,39.08%,6.5,2.36,58,75.3
all,76,Camilo Ugo Carabelli,50,37.49%,38.34%,7.40%,3.22%,31.98%,47.34%,37.80%,6.59,2.47,75,92.6
all,435,Cannon Kingsley,25,35.49%,35.12%,8.17%,4.99%,27.46%,48.23%,39.44%,6.24,2.22,283,337.1
all,472,Carl Emil Overbeck,12,36.55%,37.79%,8.31%,3.06%,31.48%,46.40%,35.62%,6.65,2.43,420,374.7
all,452,Carlo Alberto Caniato,25,34.49%,34.54%,7.32%,3.79%,28.89%,43.48%,33.56%,6.35,2.19,301,318.7
all,2,Carlos Alcaraz,44,40.44%,41.03%,6.06%,3.21%,33.21%,53.01%,40.82%,6.79,2.75,22,30.4
all,551,Carlos Lopez Montagud,7,41.36%,40.88%,3.29%,3.09%,35.69%,51.43%,44.90%,6.75,2.79,264,253.3
all,412,Carlos Maria Zarate,21,38.35%,37.89%,3.65%,2.97%,33.02%,48.44%,44.17%,6.58,2.52,341,508.2
all,377,Carlos Sanchez Jover,29,42.83%,42.58%,4.04%,3.43%,37.38%,51.73%,48.84%,6.39,2.74,286,349.1
all,409,Carlos Taberner,25,43.63%,42.91%,3.51%,3.90%,38.99%,51.94%,38.52%,6.73,2.94,242,265.5
all,17,Casper Ruud,53,37.59%,38.61%,8.61%,3.76%,28.04%,52.96%,42.25%,6.39,2.4,52,56.2
all,320,Cedrik-Marcel Stebe,20,38.75%,38.68%,4.89%,3.20%,32.58%,49.38%,36.30%,6.75,2.62,246.5,312.6
all,609,Cesar Bouchelaghem,5,33.94%,32.37%,8.56%,6.42%,27.62%,41.78%,28.57%,6.29,2.13,293,465.4
all,260,Cezar Cretu,30,42.64%,40.96%,3.31%,5.15%,35.23%,54.25%,47.30%,6.37,2.72,281.5,348.1
all,287,Charles Broom,36,37.93%,38.75%,9.09%,4.42%,29.33%,51.81%,41.45%,6.43,2.44,305.5,349.6
all,884,Charlie Robertson,5,44.60%,44.65%,5.40%,4.26%,39.91%,51.80%,36.73%,7.49,3.34,436,454
all,191,Chris Rodesch,38,36.40%,35.78%,5.27%,3.91%,28.98%,48.66%,37.78%,6.59,2.4,193,227.8
all,455,Christian Langmo,24,31.63%,30.92%,5.29%,3.40%,26.35%,42.11%,34.41%,6.13,1.94,300,336.4
all,422,Christoph Negritu,23,33.97%,34.62%,8.31%,3.40%,24.82%,49.04%,32.86%,6.38,2.17,249,253.4
all,129,Christopher O'Connell,32,33.59%,34.79%,10.23%,3.63%,26.07%,46.04%,35.14%,6.28,2.11,91.5,123.9
all,272,Chun-Hsin Tseng,43,41.76%,41.62%,4.70%,3.59%,35.16%,53.33%,47.68%,6.38,2.66,230,240.7
all,202,Clement Chidekh,58,41.43%,42.76%,7.86%,3.56%,34.42%,53.41%,37.76%,6.8,2.82,270,301.3
all,159,Clement Tabur,44,39.21%,39.96%,6.91%,3.36%,32.17%,51.25%,44.33%,6.57,2.58,243,262.7
all,92,Coleman Wong,57,35.84%,36.14%,7.32%,3.67%,28.40%,47.72%,40.43%,6.25,2.24,179,214
all,503,Colin Sinclair,7,30.98%,31.43%,7.84%,2.94%,24.18%,41.18%,29.17%,6.14,1.9,329,464.3
all,197,Colton Smith,35,38.92%,38.06%,3.73%,3.69%,33.87%,46.53%,39.66%,6.62,2.58,314,304.4
all,639,Conner Huertas del Pino,14,37.96%,36.85%,1.70%,2.76%,33.69%,47.74%,40.79%,6.41,2.44,314.5,384.4
all,424,Constantin Bittoun Kouzmine,13,36.08%,35.84%,7.91%,4.79%,29.25%,49.03%,37.18%,6.37,2.3,511,480.7
all,490,Corentin Denolly,19,37.54%,37.06%,6.88%,4.82%,30.39%,49.79%,39.32%,6.44,2.42,293,334.5
all,69,Corentin Moutet,47,37.95%,38.13%,5.17%,2.90%,31.98%,49.59%,41.45%,6.36,2.42,66,101
all,778,Cosme Rolland De Ravel,6,38.62%,37.73%,5.98%,5.06%,32.09%,49.10%,46.15%,6.59,2.55,384,348.7
all,114,Cristian Garin,31,42.16%,42.50%,4.32%,2.59%,37.11%,51.40%,42.09%,6.6,2.78,172,223.5
all,612,Cruz Hewitt,11,37.70%,38.66%,8.85%,4.00%,30.83%,49.35%,29.33%,6.71,2.53,313,331.9
all,305,Dali Blanch,32,41.93%,39.76%,1.65%,4.69%,36.65%,51.96%,39.35%,6.76,2.83,316.5,363.1
all,111,Dalibor Svrcina,38,44.97%,44.47%,4.37%,4.40%,36.69%,57.88%,46.58%,6.83,3.07,185,215.2
all,104,Damir Dzumhur,49,38.59%,39.01%,5.81%,3.03%,32.41%,48.73%,41.52%,6.57,2.54,101,142.9
all,220,Dan Added,43,36.35%,37.27%,8.06%,3.32%,28.91%,48.84%,35.77%,6.56,2.38,275,314.9
all,630,Dan Martin,18,33.04%,33.48%,11.67%,5.21%,24.38%,44.07%,38.64%,6.14,2.03,321.5,379.6
all,122,Dane Sweeny,40,39.13%,40.46%,8.51%,3.56%,32.07%,50.44%,39.22%,6.66,2.6,325.5,380.5
all,65,Daniel Altmaier,58,34.99%,35.33%,6.89%,3.24%,26.85%,49.40%,37.13%,6.34,2.22,58.5,91.1
all,689,Daniel Antonio Nunez,7,35.75%,35.54%,9.28%,5.43%,28.57%,45.26%,46.88%,6.14,2.19,809,781.1
all,413,Daniel Dutra da Silva,34,40.00%,39.78%,5.12%,3.75%,32.26%,52.01%,41.10%,6.59,2.63,239,274.7
all,271,Daniel Elahi Galan,36,37.62%,36.52%,5.09%,4.66%,31.69%,46.88%,37.15%,6.57,2.47,268,301.7
all,184,Daniel Evans,5,40.58%,40.17%,7.25%,5.56%,31.05%,54.82%,38.78%,6.47,2.62,184,448.8
all,370,Daniel Masur,15,36.40%,37.30%,9.12%,3.98%,28.36%,49.90%,38.53%,6.8,2.47,286,419
all,40,Daniel Merida,65,41.44%,40.97%,3.56%,3.26%,34.64%,53.45%,44.64%,6.45,2.67,126,180.5
all,338,Daniel Michalski,37,42.23%,40.98%,4.41%,5.18%,34.89%,52.73%,48.91%,6.31,2.66,299,335.6
all,306,Daniel Milavsky,31,37.17%,36.82%,6.95%,4.60%,27.27%,51.01%,43.62%,6.21,2.31,268,400.3
all,203,Daniel Rincon,46,40.89%,39.86%,3.00%,3.70%,35.16%,50.92%,45.90%,6.57,2.69,245.5,282
all,166,Daniil Glinka,63,38.18%,38.07%,5.96%,3.85%,30.01%,51.05%,38.26%,6.53,2.49,256,396.1
all,7,Daniil Medvedev,62,40.73%,41.17%,4.19%,2.19%,34.57%,52.35%,41.68%,6.7,2.73,51.5,74.6
all,533,Daniil Ostapenkov,8,34.29%,33.70%,6.14%,4.00%,26.28%,48.61%,30.91%,6.42,2.2,369.5,405.8
all,221,Darwin Blanch,51,36.90%,36.70%,6.17%,3.89%,30.32%,48.40%,39.56%,6.42,2.37,220,274.4
all,236,David Goffin,13,37.54%,38.39%,9.29%,4.40%,29.70%,48.48%,35.85%,6.64,2.49,70,105.6
all,186,David Jorda Sanchis,40,39.43%,38.23%,2.44%,3.45%,34.19%,48.79%,41.73%,6.43,2.53,290.5,368.3
all,48,Denis Shapovalov,42,38.17%,36.76%,3.07%,4.02%,30.41%,51.71%,38.46%,6.44,2.46,64,90.6
all,439,Denis Yevseyev,29,39.39%,38.28%,4.98%,4.89%,32.58%,49.44%,37.05%,6.69,2.64,347,422.3
all,463,Dennis Novak,6,40.86%,39.60%,4.06%,4.74%,36.75%,48.12%,44.19%,6.51,2.66,336.5,317.3
all,393,Dhakshineswar Suresh,21,32.25%,32.91%,8.19%,3.03%,24.60%,44.71%,38.64%,6.21,2,169,242.8
all,193,Diego Dedura,43,40.40%,39.56%,3.53%,3.70%,33.99%,50.64%,43.41%,6.59,2.66,198,265.3
all,540,Digvijaypratap Singh,10,28.25%,29.21%,9.52%,2.57%,19.95%,43.22%,31.25%,5.91,1.67,325.5,444.7
all,378,Dimitar Kuzmanov,51,40.58%,41.00%,5.81%,3.32%,34.86%,50.27%,45.38%,6.38,2.59,296,343.7
all,98,Dino Prizmic,36,36.31%,36.32%,5.42%,3.08%,27.95%,50.60%,39.13%,6.38,2.32,76,95.5
all,652,Dmitry Popko,17,38.41%,37.87%,4.70%,3.75%,31.42%,49.89%,38.53%,6.34,2.44,410,390.9
all,327,Dominic Stricker,25,37.50%,38.26%,8.25%,3.88%,28.95%,52.79%,42.36%,6.4,2.4,271,265.4
all,580,Dominik Kellovsky,5,35.18%,35.71%,8.29%,3.77%,28.75%,44.94%,25.93%,6.86,2.41,527,542.4
all,498,Dominik Palan,14,34.12%,31.42%,5.26%,6.35%,25.62%,48.42%,30.77%,6.6,2.25,557.5,811.3
all,302,Duje Ajdukovic,45,38.48%,38.53%,4.96%,3.03%,32.13%,49.10%,42.52%,6.41,2.47,265,310.7
all,606,Duncan Chan,12,36.44%,34.51%,3.94%,5.02%,29.52%,46.61%,50.98%,6.29,2.29,243.5,265.4
all,149,Dusan Lajovic,44,37.75%,38.13%,6.08%,3.13%,30.62%,49.88%,38.98%,6.56,2.48,181.5,178.5
all,437,Dylan Dietrich,12,38.72%,38.63%,5.79%,3.79%,29.78%,54.40%,26.42%,7.16,2.77,205,231.3
all,268,Edas Butvilas,54,39.41%,38.15%,3.84%,4.41%,33.05%,49.63%,39.95%,6.57,2.59,248,334.5
all,372,Eduardo Ribeiro,34,40.50%,38.70%,2.69%,4.63%,34.74%,50.11%,45.23%,6.39,2.59,324.5,399.4
all,348,Edward Winter,29,40.61%,39.46%,5.03%,5.17%,30.80%,54.65%,37.55%,6.62,2.69,380.5,452.8
all,486,Eero Vasa,14,39.63%,37.43%,2.85%,5.21%,32.93%,48.41%,52.81%,6.2,2.46,249.5,364.4
all,314,Eliakim Coulibaly,41,39.86%,39.35%,6.17%,4.84%,30.45%,52.86%,46.97%,6.35,2.53,446,516.2
all,208,Elias Ymer,33,37.56%,36.94%,6.65%,4.88%,28.88%,51.02%,43.08%,6.33,2.38,252,302.1
all,91,Eliot Spizzirri,22,36.66%,38.98%,10.71%,3.05%,28.88%,51.05%,44.20%,6.57,2.41,87.5,121.4
all,184,Elmer Moller,47,42.51%,42.01%,4.25%,3.93%,35.30%,54.14%,45.32%,6.66,2.83,235,284.3
all,547,Emil Ruusuvuori,13,32.13%,34.90%,15.21%,3.90%,24.52%,46.09%,45.28%,6.26,2.01,180,274.8
all,517,Emile Hudd,6,29.40%,30.58%,9.88%,2.65%,22.38%,44.96%,26.92%,6.01,1.77,438.5,410.3
all,658,Emilien Demanet,7,44.69%,42.70%,1.80%,4.81%,35.00%,62.01%,38.46%,6.93,3.1,405,418.1
all,86,Emilio Nava,48,36.85%,36.00%,3.94%,3.55%,32.31%,45.12%,36.88%,6.54,2.41,207.5,206.7
all,321,Enrico Dalla Valle,40,37.36%,36.12%,4.54%,4.51%,30.42%,49.47%,37.05%,6.59,2.46,271,321.2
all,608,Ergi Kirkin,8,35.00%,35.64%,6.48%,2.59%,25.98%,49.28%,37.14%,6.21,2.17,275.5,413.1
all,532,Eric Vanshelboim,6,38.32%,37.40%,3.05%,3.30%,33.86%,46.43%,38.10%,6.16,2.36,364,569
all,621,Erik Arutiunian,7,34.03%,33.84%,5.79%,3.24%,23.48%,48.11%,44.44%,6.08,2.07,423,414
all,47,Ethan Quinn,39,32.81%,33.52%,8.47%,3.21%,26.06%,45.37%,34.57%,6.07,1.99,65,85.7
all,590,Evan Zhu,7,30.95%,29.11%,6.43%,5.24%,25.10%,39.64%,52.63%,5.75,1.78,171,241.4
all,63,Fabian Marozsan,45,33.78%,34.70%,8.35%,3.03%,25.84%,47.40%,31.97%,6.37,2.15,50,67.6
all,348,Fabrizio Andaloro,5,42.70%,42.51%,5.51%,4.41%,37.96%,49.66%,40.00%,6.72,2.87,334,364.4
all,431,Facundo Bagnis,5,39.45%,38.10%,3.56%,4.38%,32.67%,54.39%,44.44%,6.4,2.53,299,280.2
all,107,Facundo Diaz Acosta,78,43.31%,42.97%,3.77%,3.43%,36.71%,54.55%,43.89%,6.73,2.91,264.5,335.4
all,333,Facundo Mena,35,37.64%,36.95%,5.43%,4.26%,29.95%,49.49%,38.24%,6.44,2.42,297.5,324.4
all,326,Fajing Sun,47,38.20%,39.61%,10.32%,4.43%,28.87%,51.66%,39.05%,6.56,2.51,335,419.1
all,514,Fares Zakaria,6,31.20%,32.48%,12.27%,4.00%,19.63%,47.44%,33.33%,6.36,1.98,297.5,380
all,174,Federico Agustin Gomez,52,38.03%,37.00%,4.25%,4.15%,31.93%,48.11%,39.30%,6.52,2.48,319,394.6
all,476,Federico Arnaboldi,12,36.17%,36.86%,7.65%,3.39%,28.21%,47.97%,28.92%,6.58,2.38,207,236.7
all,346,Federico Bondioli,32,38.78%,37.97%,3.95%,3.72%,30.93%,51.45%,39.32%,6.7,2.6,277,314.8
all,178,Federico Cina,47,37.73%,37.02%,6.75%,5.10%,29.27%,50.52%,43.48%,6.32,2.39,267,275.4
all,779,Federico Coria,10,39.29%,38.42%,2.37%,2.89%,35.31%,46.49%,38.46%,6.98,2.74,352,389.5
all,601,Federico Iannaccone,7,41.37%,39.74%,4.49%,5.67%,35.56%,48.91%,61.54%,5.96,2.46,439,556.7
all,560,Felipe Meligeni Alves,17,38.43%,37.46%,7.69%,6.15%,31.29%,49.78%,43.75%,6.58,2.53,402,524.9
all,29,Felix Auger-Aliassime,72,35.76%,36.01%,6.20%,3.10%,29.66%,46.98%,40.14%,6.49,2.32,49.5,59.1
all,248,Felix Balshaw,20,40.92%,40.60%,4.01%,3.27%,35.60%,50.28%,43.40%,6.6,2.7,282.5,329.6
all,218,Felix Gill,34,35.68%,36.27%,7.93%,3.59%,28.90%,47.71%,28.81%,6.6,2.36,226.5,298.7
all,279,Filip Cristian Jianu,38,38.70%,38.86%,6.52%,3.87%,30.23%,52.79%,42.62%,6.42,2.48,334,311.7
all,81,Filip Misolic,9,36.77%,37.95%,8.97%,3.59%,30.88%,47.66%,22.73%,7.04,2.59,75,133.3
all,547,Filip Peliwo,9,34.02%,33.83%,7.85%,4.30%,24.55%,49.27%,36.36%,6.22,2.12,322,332.2
