surface,ranking,player_name,matches_played,break_point_conversion_pct,break_points_converted,break_point_chances,break_points_per_game,break_points_per_set,break_points_per_match,breaks_per_set,breaks_per_match,break_point_save_pct,break_points_saved,break_points_faced,break_points_faced_per_game,break_points_faced_per_set,break_points_faced_per_match,times_broken_per_set,times_broken_per_match
clay,298,Lilian Marmousez,8,51.79%,29,56,0.56,2.67,7,1.38,3.62,48.39%,30,62,0.61,2.95,7.75,1.52,4
clay,477,Lorenzo Carboni,11,36.59%,30,82,0.67,3.04,7.45,1.11,2.73,48.78%,40,82,0.68,3.04,7.45,1.56,3.82
clay,201,Lorenzo Giustino,34,39.30%,101,257,0.69,3.17,7.56,1.25,2.97,59.24%,141,238,0.62,2.94,7,1.2,2.85
clay,454,Lorenzo Joaquin Rodriguez,21,35.46%,50,141,0.67,3.07,6.71,1.09,2.38,57.36%,74,129,0.61,2.8,6.14,1.2,2.62
clay,13,Lorenzo Musetti,10,43.14%,22,51,0.5,2.55,5.1,1.1,2.2,67.69%,44,65,0.64,3.25,6.5,1.05,2.1
clay,88,Lorenzo Sonego,10,30.77%,20,65,0.52,2.5,6.5,0.77,2,56.41%,44,78,0.63,3,7.8,1.31,3.4
clay,173,Luca Nardi,7,40.30%,27,67,0.75,3.72,9.57,1.5,3.86,62.82%,49,78,0.87,4.33,11.14,1.61,4.14
clay,589,Luca Staeheli,5,44.44%,16,36,0.64,3,7.2,1.33,3.2,60.00%,27,45,0.8,3.75,9,1.5,3.6
clay,129,Luca Van Assche,30,49.83%,143,287,0.77,3.54,9.57,1.77,4.77,61.22%,161,263,0.7,3.25,8.77,1.26,3.4
clay,813,Lucas Andrade Da Silva,6,25.00%,10,40,0.56,2.86,6.67,0.71,1.67,50.00%,13,26,0.38,1.86,4.33,0.93,2.17
clay,22,Luciano Darderi,38,42.07%,130,309,0.71,3.32,8.13,1.4,3.42,58.53%,127,217,0.5,2.33,5.71,0.97,2.37
clay,311,Luciano Emanuel Ambrogi,38,48.15%,117,243,0.58,2.67,6.39,1.29,3.08,56.13%,151,269,0.65,2.96,7.08,1.3,3.11
clay,380,Lucio Ratti,11,42.03%,29,69,0.64,2.76,6.27,1.16,2.64,55.56%,40,72,0.67,2.88,6.55,1.28,2.91
clay,195,Luka Mikrut,33,45.70%,117,256,0.7,3.2,7.76,1.46,3.55,62.63%,124,198,0.53,2.48,6,0.93,2.24
clay,208,Luka Pavlovic,29,38.19%,55,144,0.44,2.03,4.97,0.77,1.9,60.38%,128,212,0.64,2.99,7.31,1.18,2.9
clay,173,Lukas Neumayer,38,41.74%,134,321,0.78,3.65,8.45,1.52,3.53,60.38%,157,260,0.64,2.95,6.84,1.17,2.71
clay,145,Mackenzie McDonald,6,41.67%,10,24,0.38,1.85,4,0.77,1.67,51.52%,17,33,0.54,2.54,5.5,1.23,2.67
clay,233,Maks Kasnikowski,20,37.93%,55,145,0.62,2.9,7.25,1.1,2.75,48.54%,50,103,0.45,2.06,5.15,1.06,2.65
clay,372,Manas Dhamne,16,41.06%,62,151,0.75,3.77,9.44,1.55,3.88,60.93%,92,151,0.77,3.77,9.44,1.48,3.69
clay,381,Marat Sharipov,10,45.33%,34,75,0.74,3.41,7.5,1.55,3.4,59.52%,50,84,0.8,3.82,8.4,1.55,3.4
clay,297,Marc-Andrea Huesler,8,30.19%,16,53,0.62,2.94,6.62,0.89,2,62.79%,27,43,0.48,2.39,5.38,0.89,2
clay,174,Marco Cecchinato,68,38.60%,188,487,0.65,3.06,7.16,1.18,2.76,63.21%,280,443,0.57,2.79,6.51,1.03,2.4
clay,95,Marco Trungelliti,51,39.61%,185,467,0.79,3.8,9.16,1.5,3.63,62.73%,207,330,0.55,2.68,6.47,1,2.41
clay,45,Marcos Giron,7,35.56%,16,45,0.45,2.25,6.43,0.8,2.29,53.33%,24,45,0.46,2.25,6.43,1.05,3
clay,624,Mariano Kestelboim,9,60.71%,17,28,0.33,1.47,3.11,0.89,1.89,48.61%,35,72,0.87,3.79,8,1.95,4.11
clay,46,Mariano Navone,40,43.85%,171,390,0.88,4.11,9.75,1.8,4.28,55.39%,149,269,0.61,2.83,6.72,1.26,3
clay,182,Marin Cilic,9,33.33%,16,48,0.49,2.4,5.33,0.8,1.78,60.00%,33,55,0.58,2.75,6.11,1.1,2.44
clay,189,Mark Lajal,6,48.72%,19,39,0.53,2.6,6.5,1.27,3.17,57.14%,20,35,0.46,2.33,5.83,1,2.5
clay,348,Marko Topo,21,40.46%,53,131,0.53,2.52,6.24,1.02,2.52,54.88%,90,164,0.68,3.15,7.81,1.42,3.52
clay,326,Martin Damm,8,28.12%,9,32,0.36,1.78,4,0.5,1.12,60.47%,26,43,0.47,2.39,5.38,0.94,2.12
clay,261,Martin Krumich,30,40.78%,115,282,0.79,3.76,9.4,1.53,3.83,52.21%,118,226,0.63,3.01,7.53,1.44,3.6
clay,143,Martin Landaluce,21,41.83%,64,153,0.56,2.68,7.29,1.12,3.05,66.88%,103,154,0.57,2.7,7.33,0.89,2.43
clay,372,Marvin Moeller,13,39.82%,45,113,0.77,3.65,8.69,1.45,3.46,54.12%,46,85,0.57,2.74,6.54,1.26,3
clay,254,Matej Dodig,28,42.21%,84,199,0.6,2.84,7.11,1.2,3,58.76%,114,194,0.59,2.77,6.93,1.14,2.86
clay,548,Mateus Alves,12,34.78%,24,69,0.55,2.46,5.75,0.86,2,56.18%,50,89,0.71,3.18,7.42,1.39,3.25
clay,297,Matheus Pucinelli De Almeida,38,51.68%,169,327,0.79,3.59,8.61,1.86,4.45,57.48%,169,294,0.7,3.23,7.74,1.37,3.29
clay,377,Mathys Erhard,31,42.33%,80,189,0.59,2.78,6.1,1.18,2.58,58.70%,108,184,0.57,2.71,5.94,1.12,2.45
clay,296,Matias Soto,42,44.94%,120,267,0.6,2.78,6.36,1.25,2.86,60.80%,183,301,0.68,3.14,7.17,1.23,2.81
clay,35,Matteo Arnaldi,17,40.11%,71,177,0.69,3.4,10.41,1.37,4.18,62.00%,93,150,0.58,2.88,8.82,1.1,3.35
clay,35,Matteo Berrettini,22,41.09%,53,129,0.47,2.35,5.86,0.96,2.41,64.46%,78,121,0.45,2.2,5.5,0.78,1.95
clay,280,Matteo Martineau,14,42.86%,30,70,0.49,2.26,5,0.97,2.14,58.25%,60,103,0.72,3.32,7.36,1.39,3.07
clay,101,Mattia Bellucci,18,42.72%,44,103,0.52,2.58,5.72,1.1,2.44,61.61%,69,112,0.58,2.8,6.22,1.07,2.39
clay,700,Matyas Cerny,7,35.09%,20,57,0.72,3.17,8.14,1.11,2.86,38.46%,15,39,0.51,2.17,5.57,1.33,3.43
clay,704,Matyas Fuele,5,42.11%,16,38,0.63,2.92,7.6,1.23,3.2,53.66%,22,41,0.71,3.15,8.2,1.46,3.8
clay,181,Max Alcala Gurri,30,46.55%,135,290,0.94,4.26,9.67,1.99,4.5,51.74%,89,172,0.56,2.53,5.73,1.22,2.77
clay,1378,Max Dahlin,5,25.00%,9,36,0.49,2.57,7.2,0.64,1.8,54.17%,13,24,0.33,1.71,4.8,0.79,2.2
clay,339,Max Hans Rehberg,17,42.20%,46,109,0.53,2.66,6.41,1.12,2.71,67.42%,60,89,0.45,2.17,5.24,0.71,1.71
clay,241,Max Houkes,26,44.89%,79,176,0.62,2.93,6.77,1.32,3.04,58.71%,118,201,0.72,3.35,7.73,1.38,3.19
clay,310,Max Schoenhaus,14,36.00%,36,100,0.62,2.94,7.14,1.06,2.57,54.65%,47,86,0.51,2.53,6.14,1.15,2.79
clay,554,Max Wiskandt,6,29.41%,15,51,0.88,3.92,8.5,1.15,2.5,48.78%,20,41,0.67,3.15,6.83,1.62,3.5
clay,304,Maxim Mrva,29,45.73%,107,234,0.67,3.3,8.07,1.51,3.69,50.20%,126,251,0.72,3.54,8.66,1.76,4.31
clay,488,Maxime Chazal,5,35.29%,12,34,0.59,2.83,6.8,1,2.4,63.46%,33,52,0.95,4.33,10.4,1.58,3.8
clay,832,Maximilian Neuchrist,6,22.22%,4,18,0.22,1.12,3,0.25,0.67,60.47%,26,43,0.55,2.69,7.17,1.06,2.83
clay,625,Maximo Zeitune,11,39.29%,22,56,0.46,2.15,5.09,0.85,2,55.43%,51,92,0.77,3.54,8.36,1.58,3.73
clay,298,Mert Alkaya,7,38.89%,21,54,0.79,3.6,7.71,1.4,3,58.33%,28,48,0.68,3.2,6.86,1.33,2.86
clay,342,Michael Geerts,5,38.10%,8,21,0.38,1.75,4.2,0.67,1.6,65.71%,23,35,0.62,2.92,7,1,2.4
clay,187,Michael Mmoh,5,41.67%,10,24,0.45,2.18,4.8,0.91,2,65.38%,17,26,0.5,2.36,5.2,0.82,1.8
clay,267,Michele Ribecai,24,47.49%,85,179,0.68,3.09,7.46,1.47,3.54,59.16%,113,191,0.72,3.29,7.96,1.34,3.25
clay,286,Miguel Damas,39,43.59%,136,312,0.76,3.47,8,1.51,3.49,54.73%,185,338,0.8,3.76,8.67,1.7,3.92
clay,473,Miguel Tobon,21,40.31%,52,129,0.56,2.58,6.14,1.04,2.48,57.69%,105,182,0.8,3.64,8.67,1.54,3.67
clay,415,Mika Brunold,15,44.76%,47,105,0.61,3,7,1.34,3.13,52.68%,59,112,0.67,3.2,7.47,1.51,3.53
clay,434,Mika Petkovic,7,43.75%,14,32,0.42,2,4.57,0.88,2,58.46%,38,65,0.86,4.06,9.29,1.69,3.86
clay,352,Mili Poljicak,31,36.80%,92,250,0.74,3.42,8.06,1.26,2.97,56.99%,110,193,0.57,2.64,6.23,1.14,2.68
clay,461,Milos Karol,10,40.28%,29,72,0.56,2.67,7.2,1.07,2.9,58.82%,40,68,0.52,2.52,6.8,1.04,2.8
clay,55,Miomir Kecmanovic,15,45.28%,48,106,0.59,2.72,7.07,1.23,3.2,63.89%,69,108,0.6,2.77,7.2,1,2.6
clay,364,Mitchell Krueger,7,41.54%,27,65,0.72,3.61,9.29,1.5,3.86,44.90%,22,49,0.55,2.72,7,1.5,3.86
clay,151,Moez Echargui,9,29.17%,14,48,0.49,2.29,5.33,0.67,1.56,56.00%,42,75,0.77,3.57,8.33,1.57,3.67
clay,213,Moise Kouame,8,30.77%,20,65,0.58,2.83,8.12,0.87,2.5,64.10%,50,78,0.71,3.39,9.75,1.22,3.5
clay,317,Murkel Dellien,41,41.99%,139,331,0.8,3.52,8.07,1.48,3.39,56.11%,170,303,0.74,3.22,7.39,1.41,3.24
clay,235,Nerman Fatic,23,39.43%,69,175,0.68,3.3,7.61,1.3,3,58.23%,92,158,0.63,2.98,6.87,1.25,2.87
clay,267,Nick Hardt,17,54.26%,70,129,0.69,3.07,7.59,1.67,4.12,62.77%,86,137,0.73,3.26,8.06,1.21,3
clay,131,Nicolai Budkov Kjaer,14,43.21%,35,81,0.6,2.79,5.79,1.21,2.5,52.27%,46,88,0.65,3.03,6.29,1.45,3
clay,475,Nicolas Alvarez Varona,9,41.07%,23,56,0.58,2.55,6.22,1.05,2.56,48.53%,33,68,0.72,3.09,7.56,1.59,3.89
clay,155,Nicolas Jarry,6,38.64%,17,44,0.66,3.14,7.33,1.21,2.83,72.00%,18,25,0.38,1.79,4.17,0.5,1.17
clay,369,Nicolas Kicker,42,50.74%,138,272,0.62,2.86,6.48,1.45,3.29,58.79%,184,313,0.73,3.29,7.45,1.36,3.07
clay,223,Nicolas Mejia,26,36.79%,78,212,0.75,3.53,8.15,1.3,3,69.66%,101,145,0.5,2.42,5.58,0.73,1.69
clay,664,Nicolas Villalon,9,44.05%,37,84,0.74,3.65,9.33,1.61,4.11,59.52%,50,84,0.76,3.65,9.33,1.48,3.78
clay,802,Nicolas Zanellato,5,42.42%,14,33,0.54,2.54,6.6,1.08,2.8,40.00%,18,45,0.74,3.46,9,2.08,5.4
clay,509,Niels McDonald,12,39.13%,36,92,0.72,3.54,7.67,1.38,3,59.41%,60,101,0.78,3.88,8.42,1.58,3.42
clay,439,Niels Visker,5,58.33%,7,12,0.27,1.2,2.4,0.7,1.4,52.00%,13,25,0.52,2.5,5,1.2,2.4
clay,214,Nikolas Sanchez Izquierdo,60,39.25%,210,535,0.8,3.77,8.92,1.48,3.5,54.04%,214,396,0.6,2.79,6.6,1.28,3.03
clay,133,Nikoloz Basilashvili,17,39.50%,47,119,0.58,2.7,7,1.07,2.76,56.72%,76,134,0.64,3.05,7.88,1.32,3.41
clay,148,Nishesh Basavareddy,18,42.96%,58,135,0.64,2.93,7.5,1.26,3.22,60.87%,84,138,0.64,3,7.67,1.17,3
clay,423,Norbert Gombos,21,34.43%,42,122,0.55,2.54,5.81,0.88,2,58.39%,87,149,0.69,3.1,7.1,1.29,2.95
clay,36,Nuno Borges,20,39.72%,56,141,0.59,2.82,7.05,1.12,2.8,64.39%,85,132,0.55,2.64,6.6,0.94,2.35
clay,357,Ognjen Milic,8,37.74%,20,53,0.57,2.52,6.62,0.95,2.5,55.22%,37,67,0.71,3.19,8.38,1.43,3.75
clay,400,Oleg Prihodko,13,37.50%,27,72,0.53,2.67,5.54,1,2.08,62.24%,61,98,0.74,3.63,7.54,1.37,2.85
clay,386,Olle Wallin,10,44.78%,30,67,0.59,2.79,6.7,1.25,3,64.52%,40,62,0.56,2.58,6.2,0.92,2.2
clay,319,Oriol Roca Batalla,12,33.85%,22,65,0.5,2.5,5.42,0.85,1.83,56.94%,41,72,0.55,2.77,6,1.19,2.58
clay,115,Otto Virtanen,14,42.27%,41,97,0.61,3.03,6.93,1.28,2.93,52.70%,39,74,0.48,2.31,5.29,1.09,2.5
clay,184,Pablo Carreno Busta,41,43.63%,154,353,0.7,3.27,8.61,1.43,3.76,54.58%,143,262,0.52,2.43,6.39,1.1,2.9
clay,129,Pablo Llamas Ruiz,36,42.38%,114,269,0.69,3.2,7.47,1.36,3.17,60.80%,121,199,0.51,2.37,5.53,0.93,2.17
clay,503,Paulo Andre Saraiva Dos Santos,16,38.52%,47,122,0.62,2.98,7.62,1.15,2.94,55.74%,68,122,0.63,2.98,7.62,1.32,3.38
clay,243,Pavel Kotov,7,38.00%,19,50,0.66,2.94,7.14,1.12,2.71,58.33%,35,60,0.79,3.53,8.57,1.47,3.57
clay,256,Pedro Boscardin Dias,46,45.87%,139,303,0.61,2.86,6.59,1.31,3.02,55.16%,203,368,0.75,3.47,8,1.56,3.59
clay,148,Pedro Martinez,30,40.66%,98,241,0.73,3.39,8.03,1.38,3.27,52.75%,115,218,0.68,3.07,7.27,1.45,3.43
clay,496,Pedro Sakamoto,19,42.62%,52,122,0.57,2.77,6.42,1.18,2.74,62.30%,119,191,0.89,4.34,10.05,1.64,3.79
clay,530,Pedro Vives Marcos,5,41.67%,10,24,0.63,2.67,4.8,1.11,2,61.76%,21,34,0.85,3.78,6.8,1.44,2.6
clay,787,Peter Bertran,7,41.30%,19,46,0.61,2.71,6.57,1.12,2.71,62.75%,32,51,0.69,3,7.29,1.12,2.71
clay,567,Peter Fajta,5,37.84%,14,37,0.79,3.7,7.4,1.4,2.8,57.69%,15,26,0.53,2.6,5.2,1.1,2.2
clay,285,Petr Bar Biryukov,7,32.73%,18,55,0.63,3.06,7.86,1,2.57,60.29%,41,68,0.78,3.78,9.71,1.5,3.86
clay,340,Petr Brunclik,16,33.61%,40,119,0.7,3.31,7.44,1.11,2.5,64.65%,64,99,0.59,2.75,6.19,0.97,2.19
clay,396,Petr Nesterov,8,53.19%,25,47,0.57,2.61,5.88,1.39,3.12,65.31%,32,49,0.59,2.72,6.12,0.94,2.12
clay,295,Philip Henning,9,32.47%,25,77,0.8,3.67,8.56,1.19,2.78,62.35%,53,85,0.89,4.05,9.44,1.52,3.56
clay,839,Pierluigi Basile,9,45.61%,26,57,0.55,2.59,6.33,1.18,2.89,59.72%,43,72,0.7,3.27,8,1.32,3.22
clay,232,Pierre-Hugues Herbert,6,39.39%,13,33,0.42,2.06,5.5,0.81,2.17,73.77%,45,61,0.75,3.81,10.17,1,2.67
clay,446,Pietro Fellin,5,29.03%,9,31,0.66,2.82,6.2,0.82,1.8,57.14%,20,35,0.74,3.18,7,1.36,3
clay,222,Pol Martin Tiffon,32,34.82%,78,224,0.64,3.03,7,1.05,2.44,61.60%,154,250,0.73,3.38,7.81,1.3,3
clay,83,Quentin Halys,16,36.14%,30,83,0.43,2.13,5.19,0.77,1.88,70.89%,56,79,0.4,2.03,4.94,0.59,1.44
clay,519,Radu Albot,13,40.16%,51,127,0.86,4.1,9.77,1.65,3.92,52.50%,63,120,0.82,3.87,9.23,1.84,4.38
clay,15,Rafael Jodar,23,45.41%,94,207,0.75,3.34,9,1.52,4.09,64.96%,89,137,0.48,2.21,5.96,0.77,2.09
clay,38,Raphael Collignon,27,45.66%,79,173,0.55,2.66,6.41,1.22,2.93,66.90%,95,142,0.45,2.18,5.26,0.72,1.74
clay,410,Raphael Perot,5,28.21%,11,39,0.87,3.9,7.8,1.1,2.2,57.58%,19,33,0.75,3.3,6.6,1.4,2.8
clay,231,Raul Brancaccio,31,39.57%,91,230,0.67,3.07,7.42,1.21,2.94,60.44%,136,225,0.65,3,7.26,1.19,2.87
clay,538,Reda Bennani,5,34.78%,8,23,0.35,1.77,4.6,0.62,1.6,67.50%,27,40,0.65,3.08,8,1,2.6
clay,150,Rei Sakamoto,7,43.33%,13,30,0.42,2,4.29,0.87,1.86,50.00%,18,36,0.5,2.4,5.14,1.2,2.57
clay,182,Remy Bertola,22,40.65%,63,155,0.67,3.04,7.05,1.24,2.86,64.00%,128,200,0.84,3.92,9.09,1.41,3.27
clay,93,Rinky Hijikata,9,36.36%,20,55,0.47,2.2,6.11,0.8,2.22,61.11%,44,72,0.63,2.88,8,1.12,3.11
clay,183,Roberto Bautista Agut,11,39.62%,21,53,0.45,2.04,4.82,0.81,1.91,49.30%,35,71,0.6,2.73,6.45,1.38,3.27
clay,176,Roberto Carballes Baena,34,42.58%,109,256,0.69,3.08,7.53,1.31,3.21,57.08%,129,226,0.61,2.72,6.65,1.17,2.85
clay,320,Rodrigo Pacheco Mendez,21,30.99%,53,171,0.7,3.29,8.14,1.02,2.52,60.80%,76,125,0.52,2.4,5.95,0.94,2.33
clay,152,Roman Andres Burruchaga,59,44.16%,242,548,0.84,3.89,9.29,1.72,4.1,59.38%,247,416,0.64,2.95,7.05,1.2,2.86
clay,132,Roman Safiullin,23,46.49%,86,185,0.7,3.25,8.04,1.51,3.74,61.74%,92,149,0.55,2.61,6.48,1,2.48
clay,484,Rudolf Molleker,10,29.63%,24,81,0.68,3.24,8.1,0.96,2.4,57.83%,48,83,0.7,3.32,8.3,1.4,3.5
clay,594,Ryan Dickerson,9,40.43%,19,47,0.53,2.35,5.22,0.95,2.11,60.98%,50,82,0.92,4.1,9.11,1.6,3.56
clay,488,Ryan Nijboer,9,39.13%,18,46,0.51,2.42,5.11,0.95,2,62.30%,38,61,0.69,3.21,6.78,1.21,2.56
clay,750,Ryan Seggerman,7,28.33%,17,60,0.72,3.53,8.57,1,2.43,67.44%,29,43,0.52,2.53,6.14,0.82,2
clay,665,Saba Purtseladze,6,39.29%,11,28,0.44,2,4.67,0.79,1.83,52.54%,31,59,0.94,4.21,9.83,2,4.67
clay,656,Samuel Alejandro Linde Palacios,10,40.91%,18,44,0.46,2,4.4,0.82,1.8,54.29%,57,105,1.15,4.77,10.5,2.18,4.8
clay,727,Samuel Heredia,11,33.80%,24,71,0.55,2.63,6.45,0.89,2.18,61.29%,57,93,0.73,3.44,8.45,1.33,3.27
clay,400,Samuele Pieri,14,42.05%,37,88,0.53,2.59,6.29,1.09,2.64,56.03%,65,116,0.72,3.41,8.29,1.5,3.64
clay,293,Sandro Kopp,31,41.25%,99,240,0.65,3.16,7.74,1.3,3.19,59.05%,124,210,0.58,2.76,6.77,1.13,2.77
clay,625,Santiago De La Fuente,10,54.10%,33,61,0.54,2.65,6.1,1.43,3.3,52.99%,62,117,1.05,5.09,11.7,2.39,5.5
clay,384,Santiago Rodriguez Taverna,35,35.83%,86,240,0.57,2.7,6.86,0.97,2.46,58.70%,145,247,0.58,2.78,7.06,1.15,2.91
clay,313,Sascha Gueymard Wayenburg,21,38.02%,46,121,0.54,2.52,5.76,0.96,2.19,58.90%,96,163,0.7,3.4,7.76,1.4,3.19
clay,341,Sean Cuenin,5,40.00%,10,25,0.54,2.78,5,1.11,2,58.82%,20,34,0.74,3.78,6.8,1.56,2.8
clay,28,Sebastian Baez,31,43.81%,92,210,0.63,3,6.77,1.31,2.97,60.00%,141,235,0.72,3.36,7.58,1.34,3.03
clay,516,Sebastian Gima,12,41.54%,27,65,0.53,2.5,5.42,1.04,2.25,52.44%,43,82,0.69,3.15,6.83,1.5,3.25
clay,124,Sebastian Ofner,29,40.20%,80,199,0.6,2.97,6.86,1.19,2.76,65.95%,122,185,0.57,2.76,6.38,0.94,2.17
clay,302,Sergey Fomin,11,44.05%,37,84,0.67,3.11,7.64,1.37,3.36,54.64%,53,97,0.76,3.59,8.82,1.63,4
clay,452,Sergio Callejon Hernando,6,48.21%,27,56,0.85,4,9.33,1.93,4.5,52.00%,26,50,0.78,3.57,8.33,1.71,4
clay,117,Shintaro Mochizuki,6,48.21%,27,56,0.79,3.73,9.33,1.8,4.5,58.46%,38,65,0.94,4.33,10.83,1.8,4.5
clay,118,Stan Wawrinka,11,30.00%,21,70,0.48,2.41,6.36,0.72,1.91,57.69%,45,78,0.53,2.69,7.09,1.14,3
clay,261,Stefan Dostanic,13,43.90%,36,82,0.6,2.65,6.31,1.16,2.77,53.85%,42,78,0.57,2.52,6,1.16,2.77
clay,296,Stefan Kozlov,9,41.03%,32,78,0.81,3.71,8.67,1.52,3.56,56.72%,38,67,0.71,3.19,7.44,1.38,3.22
clay,411,Stefan Palosi,19,39.13%,54,138,0.68,3.07,7.26,1.2,2.84,53.85%,84,156,0.77,3.47,8.21,1.6,3.79
clay,229,Stefano Napolitano,28,43.18%,76,176,0.59,2.75,6.29,1.19,2.71,52.71%,68,129,0.43,2.02,4.61,0.95,2.18
clay,142,Stefano Travaglia,39,43.21%,156,361,0.82,3.97,9.26,1.71,4,56.08%,143,255,0.58,2.8,6.54,1.23,2.87
clay,153,Stefanos Sakellaridis,17,45.13%,51,113,0.56,2.76,6.65,1.24,3,58.59%,58,99,0.48,2.41,5.82,1,2.41
clay,11,Stefanos Tsitsipas,16,38.54%,37,96,0.45,2.34,6,0.9,2.31,73.86%,65,88,0.42,2.15,5.5,0.56,1.44
clay,246,Sumit Nagal,34,42.90%,130,303,0.8,3.79,8.91,1.62,3.82,56.88%,153,269,0.71,3.36,7.91,1.45,3.41
clay,584,Svyatoslav Gulin,10,38.57%,27,70,0.63,2.8,7,1.08,2.7,42.67%,32,75,0.68,3,7.5,1.72,4.3
clay,69,Tallon Griekspoor,10,35.71%,25,70,0.55,2.69,7,0.96,2.5,58.97%,46,78,0.62,3,7.8,1.23,3.2
clay,194,Taro Daniel,16,47.93%,58,121,0.7,3.36,7.56,1.61,3.62,65.79%,75,114,0.66,3.17,7.12,1.08,2.44
clay,46,Terence Atmane,11,35.85%,19,53,0.38,1.89,4.82,0.68,1.73,58.73%,37,63,0.44,2.25,5.73,0.93,2.36
clay,115,Thiago Agustin Tirante,40,45.56%,113,248,0.52,2.58,6.2,1.18,2.83,62.50%,140,224,0.47,2.33,5.6,0.88,2.1
clay,722,Thiago Cigarran,8,40.30%,27,67,0.76,3.53,8.38,1.42,3.38,59.76%,49,82,0.93,4.32,10.25,1.74,4.12
clay,303,Thiago Monteiro,37,42.99%,95,221,0.54,2.63,5.97,1.13,2.57,56.93%,115,202,0.5,2.4,5.46,1.04,2.35
clay,206,Thiago Seyboth Wild,34,49.57%,115,232,0.64,2.94,6.82,1.46,3.38,63.51%,141,222,0.6,2.81,6.53,1.03,2.38
clay,321,Thomas Faurel,14,42.05%,37,88,0.51,2.51,6.29,1.06,2.64,61.48%,75,122,0.71,3.49,8.71,1.34,3.36
clay,371,Tiago Pereira,21,41.74%,48,115,0.52,2.4,5.48,1,2.29,50.00%,93,186,0.87,3.88,8.86,1.94,4.43
clay,427,Tiago Torres,5,56.00%,14,25,0.56,2.5,5,1.4,2.8,61.22%,30,49,1.04,4.9,9.8,1.9,3.8
clay,500,Tibo Colson,5,25.71%,9,35,0.6,2.92,7,0.75,1.8,61.29%,19,31,0.52,2.58,6.2,1,2.4
clay,150,Timofey Skatov,35,42.05%,111,264,0.69,3.18,7.54,1.34,3.17,57.48%,169,294,0.77,3.54,8.4,1.51,3.57
clay,185,Titouan Droguet,25,44.17%,72,163,0.6,2.72,6.52,1.2,2.88,62.84%,93,148,0.53,2.47,5.92,0.92,2.2
clay,112,Toby Samuel,14,41.90%,44,105,0.64,3,7.5,1.26,3.14,59.34%,54,91,0.55,2.6,6.5,1.06,2.64
clay,186,Tom Gentzsch,31,42.01%,92,219,0.64,3.08,7.06,1.3,2.97,64.82%,129,199,0.58,2.8,6.42,0.99,2.26
clay,139,Tomas Barrios Vera,44,43.30%,152,351,0.73,3.44,7.98,1.49,3.45,60.47%,182,301,0.62,2.95,6.84,1.17,2.7
clay,43,Tomas Machac,11,38.96%,30,77,0.54,2.57,7,1,2.73,53.09%,43,81,0.56,2.7,7.36,1.27,3.45
clay,30,Tomas Martin Etcheverry,28,40.35%,69,171,0.49,2.41,6.11,0.97,2.46,52.82%,75,142,0.42,2,5.07,0.94,2.39
clay,567,Tomasz Berkieta,6,31.71%,13,41,0.65,3.15,6.83,1,2.17,58.14%,25,43,0.7,3.31,7.17,1.38,3
clay,358,Tommaso Compagnucci,13,52.94%,36,68,0.49,2.34,5.23,1.24,2.77,59.38%,57,96,0.69,3.31,7.38,1.34,3
clay,21,Tommy Paul,16,42.07%,61,145,0.65,3.22,9.06,1.36,3.81,60.53%,69,114,0.51,2.53,7.12,1,2.81
clay,162,Tristan Boyer,20,47.97%,71,148,0.64,2.9,7.4,1.39,3.55,59.15%,97,164,0.68,3.22,8.2,1.31,3.35
clay,604,Tristan McCormick,5,50.00%,11,22,0.41,2,4.4,1,2.2,64.10%,25,39,0.74,3.55,7.8,1.27,2.8
clay,148,Tristan Schoolkate,9,37.68%,26,69,0.64,3.14,7.67,1.18,2.89,56.86%,29,51,0.46,2.32,5.67,1,2.44
clay,343,Tyler Zink,6,33.33%,21,63,0.94,4.2,10.5,1.4,3.5,62.00%,31,50,0.75,3.33,8.33,1.27,3.17
clay,173,Ugo Blanchet,5,40.00%,8,20,0.38,1.82,4,0.73,1.6,61.36%,27,44,0.81,4,8.8,1.55,3.4
clay,28,Ugo Humbert,10,41.67%,25,60,0.49,2.4,6,1,2.5,60.87%,42,69,0.55,2.76,6.9,1.08,2.7
clay,203,Valentin Royer,24,40.24%,66,164,0.6,2.83,6.83,1.14,2.75,57.86%,92,159,0.59,2.74,6.62,1.16,2.79
clay,18,Valentin Vacherot,14,35.71%,40,112,0.64,3.11,8,1.11,2.86,70.65%,65,92,0.52,2.56,6.57,0.75,1.93
clay,442,Valerio Aboian,25,44.13%,79,179,0.67,3.14,7.16,1.39,3.16,59.28%,131,221,0.84,3.88,8.84,1.58,3.6
clay,128,Vilius Gaubas,45,39.45%,144,365,0.67,3.23,8.11,1.27,3.2,61.50%,238,387,0.69,3.42,8.6,1.32,3.31
clay,125,Vit Kopriva,40,44.48%,125,281,0.63,2.9,7.03,1.29,3.12,58.04%,166,286,0.64,2.95,7.15,1.24,3
clay,215,Vitaliy Sachko,29,40.53%,92,227,0.68,3.2,7.83,1.3,3.17,58.90%,129,219,0.65,3.08,7.55,1.27,3.1
clay,530,Vladyslav Orlov,6,32.08%,17,53,0.76,3.53,8.83,1.13,2.83,48.28%,28,58,0.83,3.87,9.67,2,5
clay,801,Wilson Leite,5,35.29%,12,34,0.76,3.09,6.8,1.09,2.4,46.15%,18,39,0.85,3.55,7.8,1.91,4.2
